,condition,mean,std,2.5q,25q,50q,75q,97.5q,mc err
93,a_C(trial_type)[hard]_subj.910.0,1.9388763975632952,0.08682539897330645,1.7833354099453276,1.8787914763385156,1.9345739338388097,1.9923823697123693,2.1236330806798014,0.003529136944887749
94,a_C(trial_type)[hard]_subj.911.0,1.8776229872444694,0.09838792735168728,1.6966525315188061,1.8118323608941191,1.8771897277599725,1.9365643359065072,2.092339445585871,0.004535095416965408
95,a_C(trial_type)[hard]_subj.912.0,1.5628420385192552,0.07149645674787938,1.4268070460822526,1.5133369600736546,1.5619304456732412,1.6106454956204577,1.7068326502200812,0.002940588809758585
96,a_C(trial_type)[hard]_subj.913.0,1.483312700161625,0.0645834233915207,1.3546484813677973,1.4395647500560327,1.4831522874108538,1.5265773652697603,1.6092526280896162,0.0023770704075588914
97,a_C(trial_type)[hard]_subj.914.0,1.6523361315575054,0.06786849642104104,1.5260492783919444,1.6057507860660125,1.6483247516900328,1.6987001651015534,1.7924351160431116,0.002505454164781672
98,a_C(site_loc)[T.dACC],0.6622989228562477,0.276219331371253,0.24145358747379086,0.460609724617448,0.6236955703758569,0.8116551652531423,1.2936875984054732,0.019198706306532753
99,a_C(site_loc)[T.dACC]_std,2.853350704673705,1.156171751310295,0.8714559023831472,1.9790516055934786,2.7170745946669124,3.646759337336397,5.358353160489796,0.08197915528242977
100,a_C(site_loc)[T.dACC]_subj.902.0,0.0072977547620438465,0.02066724684022162,3.1352106200027332e-15,7.896936316584502e-10,4.206600598585276e-06,0.0020942772735050713,0.07260198078214491,0.0013616717820813325
101,a_C(site_loc)[T.dACC]_subj.904.0,0.0037726070661317566,0.017560065504464366,2.6954177465662107e-19,6.940576193730736e-13,8.558176192077634e-10,4.19735214912174e-06,0.053139028010099426,0.0010412280348049744
102,a_C(site_loc)[T.dACC]_subj.906.0,0.0011205037976388839,0.005489611084118183,5.5115565778155786e-42,2.254876024080459e-35,2.0791434294453473e-24,1.5435436361402636e-07,0.01343897800646085,0.00032726054158293313
103,a_C(site_loc)[T.dACC]_subj.907.0,0.001605210750993328,0.0065846213068395994,4.2336887673282504e-33,5.560838146558336e-23,1.2597716385893404e-15,5.3174318312505526e-08,0.022032365359534407,0.00043467784856425246
104,a_C(site_loc)[T.dACC]_subj.908.0,0.0027578423208836074,0.009615418290334427,8.319008766863502e-20,5.208504385293862e-08,1.9586035467247793e-05,0.0006450966207040484,0.02808274686191079,0.0005903292237733873
105,a_C(site_loc)[T.dACC]_subj.910.0,0.015628572150957046,0.041250899059483676,2.575043539117879e-12,1.0565987876900913e-07,3.243316142847782e-05,0.003994524075398296,0.15944582295560095,0.002779245085405841
106,a_C(site_loc)[T.dACC]_subj.911.0,0.2772610254902352,0.12169144178815895,0.005259615966580839,0.2056401391624486,0.2852944663860383,0.35986184525972503,0.49950726201569806,0.006600431878114428
107,a_C(site_loc)[T.dACC]_subj.912.0,0.030639321492261142,0.052182549268249105,7.928754989818432e-18,2.204436847467469e-08,0.0014064554233784784,0.04114550173685388,0.17698537926097113,0.0035650809788746367
108,a_C(site_loc)[T.dACC]_subj.913.0,0.01105493670959071,0.03033528401979238,3.2144665419006476e-14,2.785652573224043e-08,5.857080316740788e-06,0.0020030265552904852,0.11098506705261185,0.0020770296256931273
109,a_C(site_loc)[T.dACC]_subj.914.0,0.006964873518529811,0.023903113857424083,2.4024027213226528e-24,4.2064116665821763e-16,4.30146434644338e-11,3.0235196021633425e-05,0.0966268600097974,0.0016208400748846125
110,a_C(trial_type)[T.hard]:C(site_loc)[T.dACC],0.0323788039512311,0.043364052187299794,-0.04769956986447964,0.0024776891463539064,0.03208037334924714,0.0631934628562293,0.11980800527331285,0.0022747009314140177
